,number_project,average_montly_hours,time_spend_company,left,salary,high,low,medium
3675,3,165,3,0,low,0,1,0
3676,6,272,3,0,low,0,1,0
3677,5,156,3,0,low,0,1,0
3678,3,154,2,0,low,0,1,0
3679,3,237,3,0,low,0,1,0
3680,2,271,6,0,low,0,1,0
3681,6,152,3,0,low,0,1,0
3682,4,152,3,0,low,0,1,0
3683,3,172,3,0,low,0,1,0
3684,4,214,2,0,medium,0,0,1
3685,5,201,3,0,medium,0,0,1
3686,2,275,3,0,medium,0,0,1
3687,3,156,3,0,medium,0,0,1
3688,3,234,2,0,medium,0,0,1
3689,2,123,2,0,medium,0,0,1
3690,3,201,4,0,medium,0,0,1
3691,5,160,4,0,medium,0,0,1
3692,3,173,2,0,medium,0,0,1
3693,4,141,2,0,medium,0,0,1
3694,3,231,6,0,medium,0,0,1
3695,4,174,2,0,medium,0,0,1
3696,4,211,3,0,high,1,0,0
3697,3,249,3,0,high,1,0,0
3698,2,108,5,0,high,1,0,0
3699,4,165,3,0,high,1,0,0
3700,3,181,4,0,high,1,0,0
3701,3,237,2,0,high,1,0,0
3702,5,180,2,0,high,1,0,0
3703,3,209,3,0,high,1,0,0
3704,3,191,5,0,low,0,1,0
3705,4,181,2,0,low,0,1,0
3706,4,250,2,0,low,0,1,0
3707,2,179,2,0,low,0,1,0
3708,3,225,4,0,low,0,1,0
3709,5,267,2,0,low,0,1,0
3710,2,169,2,0,low,0,1,0
3711,4,164,3,0,low,0,1,0
3712,4,155,3,0,medium,0,0,1
3713,5,223,2,0,medium,0,0,1
3714,3,160,3,0,medium,0,0,1
3715,4,268,2,0,medium,0,0,1
3716,4,151,4,0,medium,0,0,1
3717,3,156,2,0,medium,0,0,1
3718,4,136,3,0,medium,0,0,1
3719,3,189,2,0,medium,0,0,1
3720,5,203,2,0,medium,0,0,1
3721,5,174,2,0,medium,0,0,1
3722,3,239,2,0,medium,0,0,1
3723,5,152,6,0,medium,0,0,1
3724,4,268,6,0,medium,0,0,1
3725,4,146,3,0,medium,0,0,1
3726,3,232,4,0,medium,0,0,1
3727,3,255,5,0,medium,0,0,1
3728,4,129,4,0,medium,0,0,1
3729,3,261,3,0,medium,0,0,1
3730,3,101,2,0,medium,0,0,1
3731,4,229,3,0,medium,0,0,1
3732,3,162,4,0,medium,0,0,1
3733,4,270,3,0,medium,0,0,1
3734,6,277,5,0,medium,0,0,1
3735,5,261,4,0,high,1,0,0
3736,4,204,2,0,low,0,1,0
3737,2,215,2,0,medium,0,0,1
3738,3,219,3,0,medium,0,0,1
3739,3,147,4,0,medium,0,0,1
3740,5,243,2,0,medium,0,0,1
3741,2,155,5,0,medium,0,0,1
3742,3,253,2,0,medium,0,0,1
3743,4,235,3,0,medium,0,0,1
3744,5,257,3,0,medium,0,0,1
3745,4,225,2,0,medium,0,0,1
3746,3,167,3,0,medium,0,0,1
3747,5,224,4,0,low,0,1,0
3748,5,127,3,0,low,0,1,0
3749,3,256,3,0,low,0,1,0
3750,4,233,2,0,low,0,1,0
3751,4,169,4,0,low,0,1,0
3752,3,152,2,0,low,0,1,0
3753,5,236,2,0,low,0,1,0
3754,3,154,2,0,high,1,0,0
3755,3,223,2,0,low,0,1,0
3756,4,211,3,0,high,1,0,0
3757,4,192,2,0,high,1,0,0
3758,4,227,2,0,low,0,1,0
3759,4,265,3,0,low,0,1,0
3760,5,228,2,0,high,1,0,0
3761,4,152,3,0,low,0,1,0
3762,5,169,5,0,medium,0,0,1
3763,3,169,3,0,high,1,0,0
3764,4,157,3,0,medium,0,0,1
3765,4,251,2,0,medium,0,0,1
3766,5,253,2,0,medium,0,0,1
3767,3,155,2,0,medium,0,0,1
3768,3,232,2,0,high,1,0,0
3769,4,195,2,0,medium,0,0,1
3770,4,198,3,0,medium,0,0,1
3771,3,246,3,0,medium,0,0,1
3772,2,214,3,0,high,1,0,0
3773,5,249,3,0,medium,0,0,1
3774,3,211,3,0,high,1,0,0
3775,5,269,3,0,low,0,1,0
3776,4,214,3,0,medium,0,0,1
3777,4,231,3,0,medium,0,0,1
3778,3,175,3,0,medium,0,0,1
3779,5,175,3,0,medium,0,0,1
3780,5,238,5,0,low,0,1,0
3781,4,228,4,0,low,0,1,0
3782,3,220,4,0,low,0,1,0
3783,4,233,2,0,low,0,1,0
3784,3,225,4,0,low,0,1,0
3785,5,187,3,0,low,0,1,0
3786,3,117,3,0,low,0,1,0
3787,3,184,3,0,low,0,1,0
3788,3,216,3,0,low,0,1,0
3789,4,140,2,0,low,0,1,0
3790,3,201,2,0,high,1,0,0
3791,4,167,3,0,low,0,1,0
3792,5,203,2,0,low,0,1,0
3793,5,231,2,0,low,0,1,0
3794,3,141,4,0,low,0,1,0
3795,6,226,3,0,high,1,0,0
3796,3,199,2,0,low,0,1,0
3797,4,192,3,0,low,0,1,0
3798,4,247,2,0,low,0,1,0
3799,3,164,3,0,high,1,0,0
3800,5,234,2,0,low,0,1,0
3801,2,177,3,0,medium,0,0,1
3802,3,208,2,0,high,1,0,0
3803,3,233,3,0,medium,0,0,1
3804,4,172,3,0,high,1,0,0
3805,3,141,3,0,medium,0,0,1
3806,3,213,3,0,medium,0,0,1
3807,5,128,3,0,medium,0,0,1
3808,4,151,3,0,medium,0,0,1
3809,4,247,3,0,medium,0,0,1
3810,6,143,4,0,medium,0,0,1
3811,3,164,3,0,medium,0,0,1
3812,3,183,3,0,medium,0,0,1
3813,4,274,3,0,high,1,0,0
3814,4,261,2,0,low,0,1,0
3815,5,200,3,0,medium,0,0,1
3816,5,177,2,0,medium,0,0,1
3817,5,139,4,0,medium,0,0,1
3818,6,228,5,0,medium,0,0,1
3819,3,230,2,0,medium,0,0,1
3820,5,212,4,0,medium,0,0,1
3821,4,265,4,0,medium,0,0,1
3822,3,124,4,0,medium,0,0,1
3823,4,155,3,0,medium,0,0,1
3824,4,215,4,0,high,1,0,0
3825,4,214,2,0,low,0,1,0
3826,3,181,3,0,low,0,1,0
3827,4,229,2,0,low,0,1,0
3828,5,262,2,0,high,1,0,0
3829,3,165,3,0,low,0,1,0
3830,5,136,3,0,low,0,1,0
3831,4,151,2,0,low,0,1,0
3832,5,226,4,0,high,1,0,0
3833,5,215,2,0,low,0,1,0
3834,6,143,5,0,low,0,1,0
3835,3,223,4,0,low,0,1,0
3836,4,271,3,0,low,0,1,0
3837,3,220,3,0,low,0,1,0
3838,6,182,4,0,low,0,1,0
3839,3,190,3,0,low,0,1,0
3840,3,198,3,0,medium,0,0,1
3841,3,141,2,0,medium,0,0,1
3842,3,248,2,0,medium,0,0,1
3843,2,168,5,0,medium,0,0,1
3844,5,162,3,0,medium,0,0,1
3845,4,211,3,0,medium,0,0,1
3846,4,271,3,0,medium,0,0,1
3847,3,271,2,0,medium,0,0,1
3848,5,244,2,0,medium,0,0,1
3849,5,261,3,0,medium,0,0,1
3850,3,225,3,0,medium,0,0,1
3851,4,266,5,0,medium,0,0,1
3852,3,146,5,0,high,1,0,0
3853,3,233,3,0,low,0,1,0
3854,4,180,3,0,medium,0,0,1
3855,5,208,3,0,medium,0,0,1
3856,4,165,4,0,medium,0,0,1
3857,4,221,4,0,medium,0,0,1
3858,3,215,2,0,low,0,1,0
3859,6,264,6,0,low,0,1,0
3860,2,160,4,0,low,0,1,0
3861,2,192,3,0,low,0,1,0
3862,5,201,2,0,low,0,1,0
3863,4,264,2,0,low,0,1,0
3864,4,186,3,0,low,0,1,0
3865,4,272,3,0,low,0,1,0
3866,4,216,3,0,low,0,1,0
3867,4,142,2,0,low,0,1,0
3868,4,133,3,0,low,0,1,0
3869,4,260,2,0,low,0,1,0
3870,4,101,5,0,low,0,1,0
3871,4,230,2,0,low,0,1,0
3872,3,242,4,0,low,0,1,0
3873,3,193,2,0,low,0,1,0
3874,2,234,4,0,low,0,1,0
3875,3,132,3,0,low,0,1,0
3876,4,183,3,0,low,0,1,0
3877,4,191,4,0,low,0,1,0
3878,5,140,4,0,low,0,1,0
3879,5,257,3,0,medium,0,0,1
3880,4,219,3,0,medium,0,0,1
3881,5,141,2,0,medium,0,0,1
3882,5,162,2,0,medium,0,0,1
3883,3,181,3,0,medium,0,0,1
3884,3,191,3,0,medium,0,0,1
3885,4,149,6,0,medium,0,0,1
3886,3,164,4,0,medium,0,0,1
3887,4,235,3,0,medium,0,0,1
3888,3,199,3,0,medium,0,0,1
3889,3,248,3,0,medium,0,0,1
3890,2,103,3,0,medium,0,0,1
3891,4,248,4,0,high,1,0,0
3892,3,153,3,0,low,0,1,0
3893,4,241,4,0,medium,0,0,1
3894,4,258,3,0,medium,0,0,1
3895,5,172,5,0,medium,0,0,1
3896,3,149,2,0,medium,0,0,1
3897,4,217,3,0,low,0,1,0
3898,3,243,3,0,low,0,1,0
3899,5,120,3,0,low,0,1,0
3900,3,137,3,0,low,0,1,0
3901,5,150,3,0,low,0,1,0
3902,5,199,5,0,low,0,1,0
3903,3,203,2,0,low,0,1,0
3904,3,273,3,0,low,0,1,0
3905,2,214,3,0,low,0,1,0
3906,5,141,3,0,low,0,1,0
3907,5,243,3,0,low,0,1,0
3908,4,159,3,0,low,0,1,0
3909,5,146,3,0,low,0,1,0
3910,4,159,2,0,low,0,1,0
3911,4,196,3,0,low,0,1,0
3912,5,183,2,0,low,0,1,0
3913,4,192,4,0,low,0,1,0
3914,4,246,2,0,low,0,1,0
3915,5,191,4,0,low,0,1,0
3916,3,158,3,0,low,0,1,0
3917,4,167,2,0,low,0,1,0
3918,2,187,2,0,medium,0,0,1
3919,4,199,4,0,medium,0,0,1
3920,4,157,3,0,medium,0,0,1
3921,2,157,3,0,medium,0,0,1
3922,3,178,2,0,medium,0,0,1
3923,3,154,2,0,medium,0,0,1
3924,5,208,2,0,medium,0,0,1
3925,4,273,5,0,medium,0,0,1
3926,4,159,3,0,medium,0,0,1
3927,4,234,2,0,medium,0,0,1
3928,5,139,3,0,medium,0,0,1
3929,4,210,4,0,medium,0,0,1
3930,3,164,3,0,high,1,0,0
3931,3,241,5,0,low,0,1,0
3932,5,259,2,0,medium,0,0,1
3933,3,159,3,0,medium,0,0,1
3934,4,131,2,0,medium,0,0,1
3935,3,266,2,0,medium,0,0,1
3936,3,153,2,0,low,0,1,0
3937,3,253,2,0,low,0,1,0
3938,4,141,2,0,low,0,1,0
3939,3,199,3,0,low,0,1,0
3940,3,205,3,0,low,0,1,0
3941,4,252,3,0,low,0,1,0
3942,4,153,3,0,low,0,1,0
3943,2,171,4,0,low,0,1,0
3944,5,150,4,0,low,0,1,0
3945,4,247,3,0,low,0,1,0
3946,4,150,2,0,low,0,1,0
3947,4,206,2,0,low,0,1,0
3948,4,192,4,0,low,0,1,0
3949,5,164,3,0,low,0,1,0
3950,3,186,3,0,low,0,1,0
3951,3,249,3,0,low,0,1,0
3952,3,214,2,0,low,0,1,0
3953,4,193,4,0,low,0,1,0
3954,2,114,4,0,low,0,1,0
3955,2,122,2,0,low,0,1,0
3956,3,170,3,0,low,0,1,0
3957,3,151,3,0,medium,0,0,1
3958,3,156,3,0,medium,0,0,1
3959,5,170,3,0,medium,0,0,1
3960,3,188,2,0,medium,0,0,1
3961,4,201,3,0,medium,0,0,1
3962,6,254,6,0,medium,0,0,1
3963,3,206,4,0,medium,0,0,1
3964,4,216,3,0,medium,0,0,1
3965,5,200,3,0,medium,0,0,1
3966,4,202,2,0,medium,0,0,1
3967,4,217,4,0,medium,0,0,1
3968,5,151,4,0,medium,0,0,1
3969,3,224,2,0,high,1,0,0
3970,5,148,3,0,low,0,1,0
3971,6,224,5,0,medium,0,0,1
3972,2,243,5,0,medium,0,0,1
3973,4,238,3,0,medium,0,0,1
3974,3,254,3,0,medium,0,0,1
3975,4,218,4,0,low,0,1,0
3976,3,237,3,0,low,0,1,0
3977,4,185,2,0,low,0,1,0
3978,4,184,3,0,low,0,1,0
3979,2,176,3,0,low,0,1,0
3980,4,260,3,0,low,0,1,0
3981,4,254,4,0,low,0,1,0
3982,3,221,3,0,low,0,1,0
3983,5,257,2,0,low,0,1,0
3984,3,265,3,0,low,0,1,0
3985,3,138,3,0,low,0,1,0
3986,3,163,2,0,low,0,1,0
3987,3,144,3,0,low,0,1,0
3988,3,146,2,0,low,0,1,0
3989,3,242,6,0,low,0,1,0
3990,4,249,3,0,low,0,1,0
3991,3,245,3,0,low,0,1,0
3992,4,201,2,0,low,0,1,0
3993,4,177,4,0,medium,0,0,1
3994,4,160,2,0,medium,0,0,1
3995,6,177,2,0,medium,0,0,1
3996,4,153,3,0,medium,0,0,1
3997,3,197,5,0,medium,0,0,1
3998,4,246,4,0,medium,0,0,1
3999,4,258,3,0,medium,0,0,1
4000,3,137,3,0,medium,0,0,1
4001,3,178,4,0,medium,0,0,1
4002,4,123,4,0,medium,0,0,1
4003,5,162,3,0,medium,0,0,1
4004,5,210,5,0,medium,0,0,1
4005,4,197,3,0,high,1,0,0
4006,3,220,3,0,low,0,1,0
4007,4,133,2,0,medium,0,0,1
4008,3,198,2,0,medium,0,0,1
4009,4,160,5,0,medium,0,0,1
4010,2,180,2,0,medium,0,0,1
4011,3,217,3,0,low,0,1,0
4012,3,223,3,0,low,0,1,0
4013,4,229,2,0,low,0,1,0
4014,4,159,3,0,low,0,1,0
4015,5,253,5,0,low,0,1,0
4016,3,235,2,0,low,0,1,0
4017,4,186,3,0,low,0,1,0
4018,4,263,2,0,low,0,1,0
4019,4,239,4,0,low,0,1,0
4020,4,151,2,0,low,0,1,0
4021,3,106,4,0,low,0,1,0
4022,3,183,4,0,low,0,1,0
4023,3,125,2,0,low,0,1,0
4024,3,157,2,0,low,0,1,0
4025,3,241,2,0,low,0,1,0
4026,4,184,3,0,low,0,1,0
4027,4,144,3,0,low,0,1,0
4028,3,255,4,0,low,0,1,0
4029,3,261,4,0,low,0,1,0
4030,4,207,2,0,low,0,1,0
4031,4,205,4,0,low,0,1,0
4032,4,217,2,0,medium,0,0,1
4033,4,215,2,0,medium,0,0,1
4034,5,139,4,0,medium,0,0,1
4035,3,146,3,0,medium,0,0,1
4036,4,175,3,0,medium,0,0,1
4037,5,188,3,0,medium,0,0,1
4038,5,155,3,0,medium,0,0,1
4039,4,171,4,0,medium,0,0,1
4040,4,184,3,0,medium,0,0,1
4041,3,164,6,0,medium,0,0,1
4042,3,244,4,0,medium,0,0,1
4043,4,222,2,0,medium,0,0,1
4044,4,231,3,0,high,1,0,0
4045,3,213,3,0,low,0,1,0
4046,4,144,4,0,medium,0,0,1
4047,3,221,4,0,medium,0,0,1
4048,3,138,3,0,medium,0,0,1
4049,3,183,4,0,medium,0,0,1
4050,3,250,3,0,low,0,1,0
4051,3,219,6,0,low,0,1,0
4052,6,164,4,0,low,0,1,0
4053,4,161,4,0,low,0,1,0
4054,4,274,5,0,low,0,1,0
4055,4,181,3,0,low,0,1,0
4056,3,148,2,0,low,0,1,0
4057,3,226,2,0,low,0,1,0
4058,6,256,5,0,low,0,1,0
4059,3,141,2,0,low,0,1,0
4060,3,177,3,0,low,0,1,0
4061,4,173,2,0,low,0,1,0
4062,2,196,3,0,low,0,1,0
4063,5,179,2,0,low,0,1,0
4064,4,201,3,0,low,0,1,0
4065,5,247,3,0,low,0,1,0
4066,5,238,2,0,low,0,1,0
4067,3,133,6,0,low,0,1,0
4068,2,194,4,0,low,0,1,0
4069,4,232,2,0,low,0,1,0
4070,3,232,3,0,low,0,1,0
4071,4,204,3,0,medium,0,0,1
4072,4,252,3,0,medium,0,0,1
4073,3,164,3,0,medium,0,0,1
4074,5,266,2,0,medium,0,0,1
4075,4,226,4,0,medium,0,0,1
4076,4,252,6,0,medium,0,0,1
4077,4,155,3,0,medium,0,0,1
4078,3,202,2,0,medium,0,0,1
4079,3,214,3,0,medium,0,0,1
4080,4,267,3,0,medium,0,0,1
4081,4,265,3,0,medium,0,0,1
4082,3,221,2,0,medium,0,0,1
4083,4,132,6,0,high,1,0,0
4084,4,227,4,0,low,0,1,0
4085,4,234,3,0,medium,0,0,1
4086,3,238,6,0,medium,0,0,1
4087,3,149,2,0,medium,0,0,1
4088,4,152,3,0,medium,0,0,1
4089,4,249,3,0,low,0,1,0
4090,6,270,5,0,low,0,1,0
4091,3,200,2,0,low,0,1,0
4092,4,207,2,0,low,0,1,0
4093,4,266,2,0,low,0,1,0
4094,6,250,3,0,low,0,1,0
4095,3,220,3,0,low,0,1,0
4096,4,177,2,0,low,0,1,0
4097,3,147,2,0,medium,0,0,1
4098,4,227,4,0,medium,0,0,1
4099,4,272,2,0,medium,0,0,1
4100,3,244,3,0,medium,0,0,1
4101,5,182,3,0,medium,0,0,1
4102,3,146,6,0,medium,0,0,1
4103,5,259,5,0,medium,0,0,1
4104,4,184,4,0,medium,0,0,1
4105,4,149,2,0,medium,0,0,1
4106,4,185,3,0,medium,0,0,1
4107,3,254,2,0,medium,0,0,1
4108,4,249,3,0,medium,0,0,1
4109,4,269,2,0,medium,0,0,1
4110,3,168,3,0,medium,0,0,1
4111,6,225,3,0,medium,0,0,1
4112,3,160,2,0,medium,0,0,1
4113,5,149,3,0,medium,0,0,1
4114,5,193,3,0,medium,0,0,1
4115,5,171,3,0,medium,0,0,1
4116,4,232,3,0,medium,0,0,1
4117,4,250,6,0,medium,0,0,1
4118,4,243,2,0,medium,0,0,1
4119,4,250,2,0,medium,0,0,1
4120,4,153,3,0,medium,0,0,1
4121,5,126,3,0,medium,0,0,1
4122,3,192,3,0,high,1,0,0
4123,3,137,4,0,high,1,0,0
4124,3,199,3,0,high,1,0,0
4125,3,181,3,0,high,1,0,0
4126,5,260,6,0,high,1,0,0
4127,4,199,4,0,high,1,0,0
4128,6,171,5,0,high,1,0,0
4129,4,260,3,0,high,1,0,0
4130,3,243,4,0,high,1,0,0
4131,2,154,4,0,high,1,0,0
4132,2,201,2,0,high,1,0,0
4133,5,234,3,0,high,1,0,0
4134,3,216,3,0,low,0,1,0
4135,5,205,4,0,low,0,1,0
4136,3,225,4,0,low,0,1,0
4137,3,229,3,0,low,0,1,0
4138,6,132,3,0,low,0,1,0
4139,4,180,3,0,low,0,1,0
4140,4,164,4,0,low,0,1,0
4141,5,175,3,0,low,0,1,0
4142,5,103,2,0,low,0,1,0
4143,5,142,4,0,low,0,1,0
4144,4,212,3,0,low,0,1,0
4145,2,129,3,0,low,0,1,0
4146,5,140,4,0,low,0,1,0
4147,4,149,2,0,low,0,1,0
4148,2,258,2,0,low,0,1,0
4149,4,136,2,0,medium,0,0,1
4150,2,216,3,0,medium,0,0,1
4151,3,151,2,0,medium,0,0,1
4152,5,217,6,0,medium,0,0,1
4153,4,219,3,0,medium,0,0,1
4154,3,150,3,0,medium,0,0,1
4155,4,98,4,0,medium,0,0,1
4156,5,140,3,0,medium,0,0,1
4157,3,259,3,0,medium,0,0,1
4158,5,215,6,0,medium,0,0,1
4159,4,258,3,0,medium,0,0,1
4160,4,162,3,0,medium,0,0,1
4161,3,260,4,0,high,1,0,0
4162,5,198,2,0,high,1,0,0
4163,2,242,3,0,high,1,0,0
4164,4,219,4,0,high,1,0,0
4165,4,204,3,0,high,1,0,0
4166,3,157,3,0,high,1,0,0
4167,5,244,6,0,high,1,0,0
4168,3,122,3,0,high,1,0,0
4169,5,282,5,0,low,0,1,0
4170,5,195,5,0,low,0,1,0
4171,4,134,2,0,low,0,1,0
4172,3,210,2,0,low,0,1,0
4173,3,170,3,0,low,0,1,0
4174,2,140,3,0,low,0,1,0
4175,5,215,2,0,low,0,1,0
4176,3,150,3,0,low,0,1,0
4177,5,268,3,0,medium,0,0,1
4178,4,270,4,0,medium,0,0,1
4179,3,163,3,0,medium,0,0,1
4180,3,188,2,0,medium,0,0,1
4181,3,110,4,0,medium,0,0,1
4182,5,135,3,0,medium,0,0,1
4183,4,228,3,0,medium,0,0,1
4184,5,172,2,0,medium,0,0,1
4185,3,168,5,0,medium,0,0,1
4186,5,160,3,0,medium,0,0,1
4187,5,282,3,0,medium,0,0,1
4188,5,184,2,0,medium,0,0,1
4189,4,217,4,0,medium,0,0,1
4190,6,281,3,0,medium,0,0,1
4191,3,245,2,0,medium,0,0,1
4192,2,285,5,0,medium,0,0,1
4193,4,165,3,0,medium,0,0,1
4194,3,146,3,0,medium,0,0,1
4195,3,133,3,0,medium,0,0,1
4196,2,181,6,0,medium,0,0,1
4197,6,152,3,0,medium,0,0,1
4198,2,284,3,0,medium,0,0,1
4199,3,157,3,0,medium,0,0,1
4200,4,165,2,0,high,1,0,0
4201,3,255,2,0,low,0,1,0
4202,4,194,4,0,medium,0,0,1
4203,3,102,6,0,medium,0,0,1
4204,4,247,2,0,medium,0,0,1
4205,3,206,2,0,medium,0,0,1
4206,3,171,2,0,medium,0,0,1
4207,5,263,4,0,medium,0,0,1
4208,4,272,4,0,medium,0,0,1
4209,3,158,2,0,medium,0,0,1
4210,6,216,6,0,medium,0,0,1
4211,5,113,3,0,medium,0,0,1
4212,3,140,4,0,low,0,1,0
4213,5,178,5,0,low,0,1,0
4214,4,153,3,0,low,0,1,0
4215,6,271,5,0,low,0,1,0
4216,3,269,5,0,low,0,1,0
4217,3,160,3,0,low,0,1,0
4218,4,258,2,0,low,0,1,0
4219,4,251,3,0,high,1,0,0
4220,3,170,2,0,low,0,1,0
4221,4,238,4,0,high,1,0,0
4222,4,152,2,0,high,1,0,0
4223,3,262,6,0,low,0,1,0
4224,4,273,2,0,low,0,1,0
4225,3,233,2,0,high,1,0,0
4226,3,262,3,0,low,0,1,0
4227,3,183,3,0,medium,0,0,1
4228,3,150,3,0,high,1,0,0
4229,3,132,3,0,medium,0,0,1
4230,3,200,4,0,medium,0,0,1
4231,4,148,5,0,medium,0,0,1
4232,3,187,3,0,medium,0,0,1
4233,4,224,2,0,high,1,0,0
4234,4,147,2,0,medium,0,0,1
4235,3,153,4,0,medium,0,0,1
4236,5,154,2,0,medium,0,0,1
4237,5,270,3,0,high,1,0,0
4238,3,202,2,0,medium,0,0,1
4239,4,264,3,0,high,1,0,0
4240,2,145,3,0,low,0,1,0
4241,3,138,2,0,medium,0,0,1
4242,3,238,2,0,medium,0,0,1
4243,4,147,5,0,medium,0,0,1
4244,3,190,2,0,medium,0,0,1
4245,4,183,3,0,low,0,1,0
4246,5,255,3,0,low,0,1,0
4247,4,252,4,0,low,0,1,0
4248,6,141,5,0,low,0,1,0
4249,3,260,2,0,low,0,1,0
4250,3,136,3,0,low,0,1,0
4251,4,182,2,0,low,0,1,0
4252,6,142,5,0,low,0,1,0
4253,2,261,4,0,low,0,1,0
4254,3,209,2,0,low,0,1,0
4255,2,156,4,0,high,1,0,0
4256,4,214,2,0,low,0,1,0
4257,4,250,3,0,low,0,1,0
4258,4,197,3,0,low,0,1,0
4259,3,149,3,0,low,0,1,0
4260,5,271,2,0,high,1,0,0
4261,4,187,2,0,low,0,1,0
4262,3,154,2,0,low,0,1,0
4263,4,264,3,0,low,0,1,0
4264,2,144,3,0,high,1,0,0
4265,6,200,3,0,low,0,1,0
4266,5,197,2,0,medium,0,0,1
4267,3,175,3,0,high,1,0,0
4268,3,161,3,0,medium,0,0,1
4269,3,245,6,0,high,1,0,0
4270,3,167,4,0,medium,0,0,1
4271,5,168,3,0,medium,0,0,1
4272,5,261,6,0,medium,0,0,1
4273,5,274,4,0,medium,0,0,1
4274,4,181,3,0,medium,0,0,1
4275,5,266,3,0,medium,0,0,1
4276,4,184,3,0,medium,0,0,1
4277,3,193,2,0,medium,0,0,1
4278,3,217,2,0,high,1,0,0
4279,4,197,3,0,low,0,1,0
4280,5,252,3,0,medium,0,0,1
4281,4,136,3,0,medium,0,0,1
4282,5,194,4,0,medium,0,0,1
4283,4,190,3,0,medium,0,0,1
4284,3,185,2,0,medium,0,0,1
4285,3,232,2,0,medium,0,0,1
4286,3,200,2,0,medium,0,0,1
4287,5,155,2,0,medium,0,0,1
4288,3,228,3,0,medium,0,0,1
4289,3,188,4,0,high,1,0,0
4290,4,245,3,0,low,0,1,0
4291,4,205,2,0,low,0,1,0
4292,4,269,3,0,low,0,1,0
4293,3,207,6,0,high,1,0,0
4294,3,250,4,0,low,0,1,0
4295,5,251,3,0,low,0,1,0
4296,5,217,3,0,low,0,1,0
4297,5,252,3,0,high,1,0,0
4298,2,159,3,0,low,0,1,0
4299,5,169,2,0,low,0,1,0
4300,5,105,4,0,low,0,1,0
4301,4,268,2,0,low,0,1,0
4302,5,145,2,0,low,0,1,0
4303,4,165,3,0,low,0,1,0
4304,3,253,4,0,low,0,1,0
4305,3,254,3,0,medium,0,0,1
4306,3,218,2,0,medium,0,0,1
4307,3,138,5,0,medium,0,0,1
4308,5,239,3,0,medium,0,0,1
4309,5,182,2,0,medium,0,0,1
4310,4,152,3,0,medium,0,0,1
4311,3,222,3,0,medium,0,0,1
4312,2,219,2,0,medium,0,0,1
4313,4,266,4,0,medium,0,0,1
4314,3,113,5,0,medium,0,0,1
4315,4,146,3,0,medium,0,0,1
4316,5,238,4,0,medium,0,0,1
4317,3,188,3,0,high,1,0,0
4318,4,237,2,0,low,0,1,0
4319,4,201,3,0,medium,0,0,1
4320,5,188,3,0,medium,0,0,1
4321,3,137,3,0,medium,0,0,1
4322,4,263,3,0,medium,0,0,1
4323,5,217,3,0,low,0,1,0
4324,4,213,4,0,low,0,1,0
4325,3,244,3,0,low,0,1,0
4326,3,252,2,0,low,0,1,0
4327,4,168,2,0,low,0,1,0
4328,4,212,3,0,low,0,1,0
4329,4,258,3,0,low,0,1,0
4330,4,210,3,0,low,0,1,0
4331,4,246,3,0,low,0,1,0
4332,4,221,3,0,low,0,1,0
4333,5,215,4,0,low,0,1,0
4334,4,175,4,0,low,0,1,0
4335,5,221,2,0,low,0,1,0
4336,5,219,3,0,low,0,1,0
4337,3,154,3,0,low,0,1,0
4338,3,266,2,0,low,0,1,0
4339,5,224,4,0,low,0,1,0
4340,4,269,5,0,low,0,1,0
4341,4,159,2,0,low,0,1,0
4342,4,247,3,0,low,0,1,0
4343,4,137,2,0,low,0,1,0
4344,4,251,4,0,medium,0,0,1
4345,5,210,3,0,medium,0,0,1
4346,2,123,4,0,medium,0,0,1
4347,4,253,6,0,medium,0,0,1
4348,5,242,4,0,medium,0,0,1
4349,3,238,3,0,medium,0,0,1
4350,5,151,2,0,medium,0,0,1
4351,4,158,4,0,medium,0,0,1
4352,2,120,2,0,medium,0,0,1
4353,3,187,2,0,medium,0,0,1
4354,3,140,3,0,medium,0,0,1
4355,3,164,2,0,medium,0,0,1
4356,5,253,2,0,high,1,0,0
4357,5,235,2,0,low,0,1,0
4358,4,189,4,0,medium,0,0,1
4359,4,246,3,0,medium,0,0,1
4360,4,258,2,0,medium,0,0,1
4361,3,158,3,0,medium,0,0,1
4362,4,173,3,0,low,0,1,0
4363,3,201,3,0,low,0,1,0
4364,5,185,3,0,low,0,1,0
4365,5,270,3,0,low,0,1,0
4366,3,152,2,0,low,0,1,0
4367,3,211,4,0,low,0,1,0
4368,3,162,3,0,low,0,1,0
4369,4,253,2,0,low,0,1,0
4370,4,236,3,0,low,0,1,0
4371,4,231,5,0,low,0,1,0
4372,2,231,2,0,low,0,1,0
4373,4,233,3,0,low,0,1,0
4374,5,217,2,0,low,0,1,0
4375,4,174,2,0,low,0,1,0
4376,4,227,3,0,low,0,1,0
4377,3,222,2,0,low,0,1,0
4378,2,207,6,0,low,0,1,0
4379,6,115,3,0,low,0,1,0
4380,3,254,2,0,low,0,1,0
4381,4,170,3,0,low,0,1,0
4382,2,206,3,0,low,0,1,0
4383,5,149,3,0,medium,0,0,1
4384,3,197,3,0,medium,0,0,1
4385,4,261,3,0,medium,0,0,1
4386,4,256,4,0,medium,0,0,1
4387,3,219,3,0,medium,0,0,1
4388,4,143,3,0,medium,0,0,1
4389,4,171,3,0,medium,0,0,1
4390,4,207,2,0,medium,0,0,1
4391,4,235,3,0,medium,0,0,1
